row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence,native_rating_1_to_5,theology_rating_1_to_5,native_correction_sheng,native_correction_swahili,native_correction_english,reviewer_notes,approved
T089925,L00215,C0117,S00215,V0096,Biblia,Bible,Biblia,Bible,religion,maze Faith alisema 'Biblia' kwa convo ya faith leo pale Thika.,Faith alitumia 'Biblia' kumaanisha Biblia katika mazungumzo ya imani leo pale Thika.,Faith used 'Biblia' to mean Bible in a faith conversation today at Thika.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T002162,L00282,C0149,S00282,V0128,msalaba,cross,msalaba,cross,religion,maze Faith alisema 'msalaba' kwa convo ya faith leo pale tao.,Faith alitumia 'msalaba' kumaanisha msalaba katika mazungumzo ya imani leo pale mjini.,Faith used 'msalaba' to mean cross in a faith conversation today at town.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T012374,L00184,C0101,S00184,V0080,grace,grace,neema,grace,religion,maze Pato alisema 'grace' kwa convo ya faith leo pale mtaa.,Pato alitumia 'grace' kumaanisha neema katika mazungumzo ya imani leo pale mtaani.,Pato used 'grace' to mean grace in a faith conversation today at the neighborhood.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T079692,L00182,C0100,S00182,V0079,believe,believe,amini,believe,religion,maze Pato alisema 'believe' kwa convo ya faith leo pale Ngara.,Pato alitumia 'believe' kumaanisha amini katika mazungumzo ya imani leo pale Ngara.,Pato used 'believe' to mean believe in a faith conversation today at Ngara.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T026634,L00164,C0092,S00164,V0071,Mola,God,Mungu,God,religion,maze Esther alisema 'Mola' kwa convo ya faith leo pale campo.,Esther alitumia 'Mola' kumaanisha Mungu katika mazungumzo ya imani leo pale chuoni.,Esther used 'Mola' to mean God in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T082850,L00280,C0148,S00280,V0127,fufuka,rise again,fufuka,rise again,religion,maze Amani alisema 'fufuka' kwa convo ya faith leo pale Ronga.,Amani alitumia 'fufuka' kumaanisha fufuka katika mazungumzo ya imani leo pale Rongai.,Amani used 'fufuka' to mean rise again in a faith conversation today at Rongai.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T047142,L00272,C0144,S00272,V0123,maisha,life,uzima/maisha,life,religion,maze Faith alisema 'maisha' kwa convo ya faith leo pale estate.,Faith alitumia 'maisha' kumaanisha uzima katika mazungumzo ya imani leo pale estate.,Faith used 'maisha' to mean life in a faith conversation today at the estate.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T065480,L00250,C0133,S00250,V0112,apostle,apostle,mtume,apostle,religion,maze Faith alisema 'apostle' kwa convo ya faith leo pale Kasarani.,Faith alitumia 'apostle' kumaanisha mtume katika mazungumzo ya imani leo pale Kasarani.,Faith used 'apostle' to mean apostle in a faith conversation today at Kasarani.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T082809,L00239,C0128,S00239,V0107,shetani,devil,shetani,devil,religion,maze Amani alisema 'shetani' kwa convo ya faith leo pale Ronga.,Amani alitumia 'shetani' kumaanisha shetani katika mazungumzo ya imani leo pale Rongai.,Amani used 'shetani' to mean devil in a faith conversation today at Rongai.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T000559,L00183,C0101,S00183,V0080,neema,grace,neema,grace,religion,Brian anauliza maana ya 'neema' kwa Bible study ya leo.,Brian anauliza maana ya 'neema' katika somo la Biblia la leo.,Brian is asking what 'neema' means in the Bible study today.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T005461,L00305,C0160,S00305,V0139,uponyaji,healing,uponyaji,healing,religion,Rita anauliza maana ya 'uponyaji' kwa Bible study ya leo.,Rita anauliza maana ya 'uponyaji' katika somo la Biblia la leo.,Rita is asking what 'uponyaji' means in the Bible study today.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T032363,L00095,C0047,S00095,V0035,vandere,driver,dereva,driver,transport,maze Mercy ametumia 'vandere' kwa story ya job leo.,Mercy ametumia 'vandere' kumaanisha dereva katika mazungumzo ya kazini leo.,Mercy used 'vandere' to mean driver in a conversation at work today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T054776,L00068,C0040,S00068,V0027,mbao,wood/plank,mbao,wood / plank,objects,maze Naliaka ametumia 'mbao' kwa story ya CBD leo.,Naliaka ametumia 'mbao' kumaanisha mbao katika mazungumzo ya CBD leo.,Naliaka used 'mbao' to mean wood  in a conversation at the CBD today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T092603,L00155,C0085,S00155,V0065,noma,intense/cool,kali,intense / cool,quality,maze Tina ametumia 'noma' kwa story ya Thika leo.,Tina ametumia 'noma' kumaanisha kali katika mazungumzo ya Thika leo.,Tina used 'noma' to mean intense  in a conversation at Thika today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T027732,L00242,C0129,S00242,V0108,Satan,Satan,Shetani,Satan,religion,maze Amani alisema 'Satan' kwa convo ya faith leo pale job.,Amani alitumia 'Satan' kumaanisha Shetani katika mazungumzo ya imani leo pale kazini.,Amani used 'Satan' to mean Satan in a faith conversation today at work.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T039085,L00375,C0195,S00375,V0174,Ufunuo,Revelation,Ufunuo,Revelation,religion,maze Esther alisema 'Ufunuo' kwa convo ya faith leo pale church.,Esther alitumia 'Ufunuo' kumaanisha Ufunuo katika mazungumzo ya imani leo pale kanisani.,Esther used 'Ufunuo' to mean Revelation in a faith conversation today at church.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T095829,L00160,C0090,S00160,V0069,scene,situation/place,hali/eneo,situation / scene,conversation,maze Eli ametumia 'scene' kwa story ya Naks leo.,Eli ametumia 'scene' kumaanisha hali katika mazungumzo ya Nakuru leo.,Eli used 'scene' to mean situation  in a conversation at Nakuru today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T061258,L00108,C0057,S00108,V0041,primo,primary school,shule ya msingi,primary school,education,maze Pato ametumia 'primo' kwa story ya stage leo.,Pato ametumia 'primo' kumaanisha shule ya msingi katika mazungumzo ya stendi leo.,Pato used 'primo' to mean primary school in a conversation at the stage today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T017827,L00161,C0091,S00161,V0070,vibe,mood/atmosphere,hali,vibe / atmosphere,conversation,maze Lulu ametumia 'vibe' kwa story ya keja leo.,Lulu ametumia 'vibe' kumaanisha hali katika mazungumzo ya nyumbani leo.,Lulu used 'vibe' to mean vibe  in a conversation at home today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T092955,L00185,C0102,S00185,V0081,rehema,mercy,rehema,mercy,religion,maze Yusuf alisema 'rehema' kwa convo ya faith leo pale Thika.,Yusuf alitumia 'rehema' kumaanisha rehema katika mazungumzo ya imani leo pale Thika.,Yusuf used 'rehema' to mean mercy in a faith conversation today at Thika.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T056274,L00224,C0121,S00224,V0100,ibada,worship,abudu/ibada,worship,religion,maze Yusuf alisema 'ibada' kwa convo ya faith leo pale CBD.,Yusuf alitumia 'ibada' kumaanisha abudu katika mazungumzo ya imani leo pale CBD.,Yusuf used 'ibada' to mean worship in a faith conversation today at the CBD.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T043176,L00010,C0009,S00010,V0005,rada,awareness/alertness,tahadhari/ufahamu,awareness / alertness,conversation,maze Rita ametumia 'rada' kwa story ya base leo.,Rita ametumia 'rada' kumaanisha tahadhari katika mazungumzo ya mahali leo.,Rita used 'rada' to mean awareness  in a conversation at the spot today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T012890,L00002,C0001,S00002,V0001,sasa,casual greeting,habari,hey / what's up,greeting,maze Tina ametumia 'sasa' kwa story ya mtaa leo.,Tina ametumia 'sasa' kumaanisha habari katika mazungumzo ya mtaani leo.,Tina used 'sasa' to mean hey  in a conversation at the neighborhood today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T024677,L00247,C0132,S00247,V0111,mwanafunzi,disciple,mwanafunzi,disciple,religion,maze Pato alisema 'mwanafunzi' kwa convo ya faith leo pale campo.,Pato alitumia 'mwanafunzi' kumaanisha mwanafunzi katika mazungumzo ya imani leo pale chuoni.,Pato used 'mwanafunzi' to mean disciple in a faith conversation today at campus.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T071600,L00250,C0133,S00250,V0112,apostle,apostle,mtume,apostle,religion,maze Faith alisema 'apostle' kwa convo ya faith leo pale Embakasi.,Faith alitumia 'apostle' kumaanisha mtume katika mazungumzo ya imani leo pale Embakasi.,Faith used 'apostle' to mean apostle in a faith conversation today at Embakasi.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T022903,L00137,C0081,S00137,V0060,jako,coat/jacket,koti,coat / jacket,objects,maze Gabu ametumia 'jako' kwa story ya campo leo.,Gabu ametumia 'jako' kumaanisha koti katika mazungumzo ya chuoni leo.,Gabu used 'jako' to mean coat  in a conversation at campus today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T091610,L00021,C0016,S00021,V0011,mathe,mother,mama,mother / mum,family,maze Oti ametumia 'mathe' kwa story ya Thika leo.,Oti ametumia 'mathe' kumaanisha mama katika mazungumzo ya Thika leo.,Oti used 'mathe' to mean mother  in a conversation at Thika today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T037040,L00370,C0192,S00370,V0171,Luke,Luke,Luka,Luke,religion,maze Pato alisema 'Luke' kwa convo ya faith leo pale church.,Pato alitumia 'Luke' kumaanisha Luka katika mazungumzo ya imani leo pale kanisani.,Pato used 'Luke' to mean Luke in a faith conversation today at church.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T035262,L00095,C0047,S00095,V0035,vandere,driver,dereva,driver,transport,maze Hassan ametumia 'vandere' kwa story ya church leo.,Hassan ametumia 'vandere' kumaanisha dereva katika mazungumzo ya kanisani leo.,Hassan used 'vandere' to mean driver in a conversation at church today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T042128,L00358,C0186,S00358,V0165,Genesis,Genesis,Mwanzo,Genesis,religion,maze Kendi alisema 'Genesis' kwa convo ya faith leo pale base.,Kendi alitumia 'Genesis' kumaanisha Mwanzo katika mazungumzo ya imani leo pale mahali.,Kendi used 'Genesis' to mean Genesis in a faith conversation today at the spot.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T072682,L00312,C0163,S00312,V0142,enemy,enemy,adui,enemy,religion,maze Kendi alisema 'enemy' kwa convo ya faith leo pale Embakasi.,Kendi alitumia 'enemy' kumaanisha adui katika mazungumzo ya imani leo pale Embakasi.,Kendi used 'enemy' to mean enemy in a faith conversation today at Embakasi.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T098174,L00304,C0159,S00304,V0138,heal,heal,ponya,heal,religion,maze Pato alisema 'heal' kwa convo ya faith leo pale Naks.,Pato alitumia 'heal' kumaanisha ponya katika mazungumzo ya imani leo pale Nakuru.,Pato used 'heal' to mean heal in a faith conversation today at Nakuru.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T069519,L00209,C0114,S00209,V0093,Roho Mtakatifu,Holy Spirit,Roho Mtakatifu,Holy Spirit,religion,maze Esther alisema 'Roho Mtakatifu' kwa convo ya faith leo pale Kasarani.,Esther alitumia 'Roho Mtakatifu' kumaanisha Roho Mtakatifu katika mazungumzo ya imani leo pale Kasarani.,Esther used 'Roho Mtakatifu' to mean Holy Spirit in a faith conversation today at Kasarani.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T005155,L00375,C0195,S00375,V0174,Ufunuo,Revelation,Ufunuo,Revelation,religion,maze Pato alisema 'Ufunuo' kwa convo ya faith leo pale tao.,Pato alitumia 'Ufunuo' kumaanisha Ufunuo katika mazungumzo ya imani leo pale mjini.,Pato used 'Ufunuo' to mean Revelation in a faith conversation today at town.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T005913,L00220,C0119,S00220,V0098,gospel,gospel,injili,gospel,religion,Tina anataka Sheng ya concept 'gospel' na ametumia 'gospel' kama candidate.,Tina anataka namna ya Sheng kwa dhana 'injili' na ametumia 'gospel' kama pendekezo.,Tina wants a Sheng rendering for 'gospel' and used 'gospel' as a candidate.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T093690,L00061,C0037,S00061,V0025,dooh,money,pesa,money / cash,money,maze Noel ametumia 'dooh' kwa story ya Thika leo.,Noel ametumia 'dooh' kumaanisha pesa katika mazungumzo ya Thika leo.,Noel used 'dooh' to mean money  in a conversation at Thika today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T000368,L00368,C0191,S00368,V0170,Mark,Mark,Marko,Mark,religion,maze Amani alisema 'Mark' kwa convo ya faith leo pale tao.,Amani alitumia 'Mark' kumaanisha Marko katika mazungumzo ya imani leo pale mjini.,Amani used 'Mark' to mean Mark in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T071535,L00185,C0102,S00185,V0081,rehema,mercy,rehema,mercy,religion,maze Faith alisema 'rehema' kwa convo ya faith leo pale Embakasi.,Faith alitumia 'rehema' kumaanisha rehema katika mazungumzo ya imani leo pale Embakasi.,Faith used 'rehema' to mean mercy in a faith conversation today at Embakasi.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T042748,L00119,C0067,S00119,V0047,sota,be broke,kukosa pesa,be broke / run out of money,money,maze Oti ametumia 'sota' kwa story ya base leo.,Oti ametumia 'sota' kumaanisha kukosa pesa katika mazungumzo ya mahali leo.,Oti used 'sota' to mean be broke  in a conversation at the spot today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T065346,L00116,C0064,S00116,V0045,mahewa,music,muziki,music,entertainment,maze Faith ametumia 'mahewa' kwa story ya Kasarani leo.,Faith ametumia 'mahewa' kumaanisha muziki katika mazungumzo ya Kasarani leo.,Faith used 'mahewa' to mean music in a conversation at Kasarani today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T066485,L00235,C0126,S00235,V0105,jehanamu,hell,jehanamu,hell,religion,maze Kendi alisema 'jehanamu' kwa convo ya faith leo pale Kasarani.,Kendi alitumia 'jehanamu' kumaanisha jehanamu katika mazungumzo ya imani leo pale Kasarani.,Kendi used 'jehanamu' to mean hell in a faith conversation today at Kasarani.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T000318,L00318,C0166,S00318,V0145,hope,hope,tumaini,hope,religion,maze Amani alisema 'hope' kwa convo ya faith leo pale tao.,Amani alitumia 'hope' kumaanisha tumaini katika mazungumzo ya imani leo pale mjini.,Amani used 'hope' to mean hope in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T087988,L00318,C0166,S00318,V0145,hope,hope,tumaini,hope,religion,maze Esther alisema 'hope' kwa convo ya faith leo pale Ronga.,Esther alitumia 'hope' kumaanisha tumaini katika mazungumzo ya imani leo pale Rongai.,Esther used 'hope' to mean hope in a faith conversation today at Rongai.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T057009,L00100,C0050,S00100,V0037,sanse,police,polisi,police / police officer,authority,maze Noel ametumia 'sanse' kwa story ya CBD leo.,Noel ametumia 'sanse' kumaanisha polisi katika mazungumzo ya CBD leo.,Noel used 'sanse' to mean police  in a conversation at the CBD today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T020829,L00103,C0052,S00103,V0039,job,work/job,kazi,work / job,work,maze Peter ametumia 'job' kwa story ya keja leo.,Peter ametumia 'job' kumaanisha kazi katika mazungumzo ya nyumbani leo.,Peter used 'job' to mean work  in a conversation at home today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T009426,L00296,C0156,S00296,V0135,jaribu,tempt,jaribu,tempt,religion,maze Amani alisema 'jaribu' kwa convo ya faith leo pale mtaa.,Amani alitumia 'jaribu' kumaanisha jaribu katika mazungumzo ya imani leo pale mtaani.,Amani used 'jaribu' to mean tempt in a faith conversation today at the neighborhood.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T084745,L00135,C0080,S00135,V0059,wochi,watch,saa,watch,objects,maze Kendi ametumia 'wochi' kwa story ya Ronga leo.,Kendi ametumia 'wochi' kumaanisha saa katika mazungumzo ya Rongai leo.,Kendi used 'wochi' to mean watch in a conversation at Rongai today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T011545,L00375,C0195,S00375,V0174,Ufunuo,Revelation,Ufunuo,Revelation,religion,maze Kendi alisema 'Ufunuo' kwa convo ya faith leo pale mtaa.,Kendi alitumia 'Ufunuo' kumaanisha Ufunuo katika mazungumzo ya imani leo pale mtaani.,Kendi used 'Ufunuo' to mean Revelation in a faith conversation today at the neighborhood.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T083797,L00207,C0113,S00207,V0092,Masihi,Messiah,Masihi,Messiah,religion,maze Faith alisema 'Masihi' kwa convo ya faith leo pale Ronga.,Faith alitumia 'Masihi' kumaanisha Masihi katika mazungumzo ya imani leo pale Rongai.,Faith used 'Masihi' to mean Messiah in a faith conversation today at Rongai.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T012406,L00216,C0117,S00216,V0096,Bible,Bible,Biblia,Bible,religion,maze Pato alisema 'Bible' kwa convo ya faith leo pale mtaa.,Pato alitumia 'Bible' kumaanisha Biblia katika mazungumzo ya imani leo pale mtaani.,Pato used 'Bible' to mean Bible in a faith conversation today at the neighborhood.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T013379,L00169,C0094,S00169,V0073,create,create,umba,create,religion,maze Yusuf alisema 'create' kwa convo ya faith leo pale mtaa.,Yusuf alitumia 'create' kumaanisha umba katika mazungumzo ya imani leo pale mtaani.,Yusuf used 'create' to mean create in a faith conversation today at the neighborhood.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T065495,L00265,C0141,S00265,V0120,kweli,truth,kweli,truth,religion,maze Faith alisema 'kweli' kwa convo ya faith leo pale Kasarani.,Faith alitumia 'kweli' kumaanisha kweli katika mazungumzo ya imani leo pale Kasarani.,Faith used 'kweli' to mean truth in a faith conversation today at Kasarani.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T070697,L00367,C0191,S00367,V0170,Marko,Mark,Marko,Mark,religion,maze Amani alisema 'Marko' kwa convo ya faith leo pale Embakasi.,Amani alitumia 'Marko' kumaanisha Marko katika mazungumzo ya imani leo pale Embakasi.,Amani used 'Marko' to mean Mark in a faith conversation today at Embakasi.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T094013,L00223,C0121,S00223,V0100,abudu,worship,abudu/ibada,worship,religion,maze Esther alisema 'abudu' kwa convo ya faith leo pale Thika.,Esther alitumia 'abudu' kumaanisha abudu katika mazungumzo ya imani leo pale Thika.,Esther used 'abudu' to mean worship in a faith conversation today at Thika.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T006836,L00230,C0123,S00230,V0102,bless,bless,bariki,bless,religion,Zawadi anauliza maana ya 'bless' kwa Bible study ya leo.,Zawadi anauliza maana ya 'bless' katika somo la Biblia la leo.,Zawadi is asking what 'bless' means in the Bible study today.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T049428,L00142,C0083,S00142,V0062,ngwai,cannabis/bhang,bangi,cannabis / bhang,substances,maze Rita ametumia 'ngwai' kwa story ya estate leo.,Rita ametumia 'ngwai' kumaanisha bangi katika mazungumzo ya estate leo.,Rita used 'ngwai' to mean cannabis  in a conversation at the estate today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T098130,L00260,C0138,S00260,V0117,covenant,covenant,agano,covenant,religion,maze Pato alisema 'covenant' kwa convo ya faith leo pale Naks.,Pato alitumia 'covenant' kumaanisha agano katika mazungumzo ya imani leo pale Nakuru.,Pato used 'covenant' to mean covenant in a faith conversation today at Nakuru.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
