row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence
T022753,L00363,C0189,S00363,V0168,Mithali,Proverbs,Mithali,Proverbs,religion,maze Faith alisema 'Mithali' kwa convo ya faith leo pale campo.,Faith alitumia 'Mithali' kumaanisha Mithali katika mazungumzo ya imani leo pale chuoni.,Faith used 'Mithali' to mean Proverbs in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022754,L00364,C0189,S00364,V0168,Proverbs,Proverbs,Mithali,Proverbs,religion,maze Faith alisema 'Proverbs' kwa convo ya faith leo pale campo.,Faith alitumia 'Proverbs' kumaanisha Mithali katika mazungumzo ya imani leo pale chuoni.,Faith used 'Proverbs' to mean Proverbs in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022755,L00365,C0190,S00365,V0169,Mathayo,Matthew,Mathayo,Matthew,religion,maze Faith alisema 'Mathayo' kwa convo ya faith leo pale campo.,Faith alitumia 'Mathayo' kumaanisha Mathayo katika mazungumzo ya imani leo pale chuoni.,Faith used 'Mathayo' to mean Matthew in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022756,L00366,C0190,S00366,V0169,Matthew,Matthew,Mathayo,Matthew,religion,maze Faith alisema 'Matthew' kwa convo ya faith leo pale campo.,Faith alitumia 'Matthew' kumaanisha Mathayo katika mazungumzo ya imani leo pale chuoni.,Faith used 'Matthew' to mean Matthew in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022757,L00367,C0191,S00367,V0170,Marko,Mark,Marko,Mark,religion,maze Faith alisema 'Marko' kwa convo ya faith leo pale campo.,Faith alitumia 'Marko' kumaanisha Marko katika mazungumzo ya imani leo pale chuoni.,Faith used 'Marko' to mean Mark in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022758,L00368,C0191,S00368,V0170,Mark,Mark,Marko,Mark,religion,maze Faith alisema 'Mark' kwa convo ya faith leo pale campo.,Faith alitumia 'Mark' kumaanisha Marko katika mazungumzo ya imani leo pale chuoni.,Faith used 'Mark' to mean Mark in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022759,L00369,C0192,S00369,V0171,Luka,Luke,Luka,Luke,religion,maze Faith alisema 'Luka' kwa convo ya faith leo pale campo.,Faith alitumia 'Luka' kumaanisha Luka katika mazungumzo ya imani leo pale chuoni.,Faith used 'Luka' to mean Luke in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022760,L00370,C0192,S00370,V0171,Luke,Luke,Luka,Luke,religion,maze Faith alisema 'Luke' kwa convo ya faith leo pale campo.,Faith alitumia 'Luke' kumaanisha Luka katika mazungumzo ya imani leo pale chuoni.,Faith used 'Luke' to mean Luke in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022761,L00371,C0193,S00371,V0172,Yohana,John,Yohana,John,religion,maze Faith alisema 'Yohana' kwa convo ya faith leo pale campo.,Faith alitumia 'Yohana' kumaanisha Yohana katika mazungumzo ya imani leo pale chuoni.,Faith used 'Yohana' to mean John in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022762,L00372,C0193,S00372,V0172,John,John,Yohana,John,religion,maze Faith alisema 'John' kwa convo ya faith leo pale campo.,Faith alitumia 'John' kumaanisha Yohana katika mazungumzo ya imani leo pale chuoni.,Faith used 'John' to mean John in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022763,L00373,C0194,S00373,V0173,Warumi,Romans,Warumi,Romans,religion,maze Faith alisema 'Warumi' kwa convo ya faith leo pale campo.,Faith alitumia 'Warumi' kumaanisha Warumi katika mazungumzo ya imani leo pale chuoni.,Faith used 'Warumi' to mean Romans in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022764,L00374,C0194,S00374,V0173,Romans,Romans,Warumi,Romans,religion,maze Faith alisema 'Romans' kwa convo ya faith leo pale campo.,Faith alitumia 'Romans' kumaanisha Warumi katika mazungumzo ya imani leo pale chuoni.,Faith used 'Romans' to mean Romans in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022765,L00375,C0195,S00375,V0174,Ufunuo,Revelation,Ufunuo,Revelation,religion,maze Faith alisema 'Ufunuo' kwa convo ya faith leo pale campo.,Faith alitumia 'Ufunuo' kumaanisha Ufunuo katika mazungumzo ya imani leo pale chuoni.,Faith used 'Ufunuo' to mean Revelation in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T022766,L00376,C0195,S00376,V0174,Revelation,Revelation,Ufunuo,Revelation,religion,maze Faith alisema 'Revelation' kwa convo ya faith leo pale campo.,Faith alitumia 'Revelation' kumaanisha Ufunuo katika mazungumzo ya imani leo pale chuoni.,Faith used 'Revelation' to mean Revelation in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023572,L00162,C0092,S00162,V0071,Mungu,God,Mungu,God,religion,maze Kendi alisema 'Mungu' kwa convo ya faith leo pale campo.,Kendi alitumia 'Mungu' kumaanisha Mungu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Mungu' to mean God in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023573,L00163,C0092,S00163,V0071,God,God,Mungu,God,religion,maze Kendi alisema 'God' kwa convo ya faith leo pale campo.,Kendi alitumia 'God' kumaanisha Mungu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'God' to mean God in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023574,L00164,C0092,S00164,V0071,Mola,God,Mungu,God,religion,maze Kendi alisema 'Mola' kwa convo ya faith leo pale campo.,Kendi alitumia 'Mola' kumaanisha Mungu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Mola' to mean God in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023575,L00165,C0092,S00165,V0071,Jah,God,Mungu,God,religion,maze Kendi alisema 'Jah' kwa convo ya faith leo pale campo.,Kendi alitumia 'Jah' kumaanisha Mungu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Jah' to mean God in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023576,L00166,C0093,S00166,V0072,amen,Amen,Amina,amen,religion,maze Kendi alisema 'amen' kwa convo ya faith leo pale campo.,Kendi alitumia 'amen' kumaanisha Amina katika mazungumzo ya imani leo pale chuoni.,Kendi used 'amen' to mean amen in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023577,L00167,C0093,S00167,V0072,amina,Amen,Amina,amen,religion,maze Kendi alisema 'amina' kwa convo ya faith leo pale campo.,Kendi alitumia 'amina' kumaanisha Amina katika mazungumzo ya imani leo pale chuoni.,Kendi used 'amina' to mean amen in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023578,L00168,C0094,S00168,V0073,umba,create,umba,create,religion,maze Kendi alisema 'umba' kwa convo ya faith leo pale campo.,Kendi alitumia 'umba' kumaanisha umba katika mazungumzo ya imani leo pale chuoni.,Kendi used 'umba' to mean create in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023579,L00169,C0094,S00169,V0073,create,create,umba,create,religion,maze Kendi alisema 'create' kwa convo ya faith leo pale campo.,Kendi alitumia 'create' kumaanisha umba katika mazungumzo ya imani leo pale chuoni.,Kendi used 'create' to mean create in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023580,L00170,C0095,S00170,V0074,uumbaji,creation,uumbaji,creation,religion,maze Kendi alisema 'uumbaji' kwa convo ya faith leo pale campo.,Kendi alitumia 'uumbaji' kumaanisha uumbaji katika mazungumzo ya imani leo pale chuoni.,Kendi used 'uumbaji' to mean creation in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023581,L00171,C0095,S00171,V0074,creation,creation,uumbaji,creation,religion,maze Kendi alisema 'creation' kwa convo ya faith leo pale campo.,Kendi alitumia 'creation' kumaanisha uumbaji katika mazungumzo ya imani leo pale chuoni.,Kendi used 'creation' to mean creation in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023582,L00172,C0096,S00172,V0075,Muumba,creator,Muumba,creator,religion,maze Kendi alisema 'Muumba' kwa convo ya faith leo pale campo.,Kendi alitumia 'Muumba' kumaanisha Muumba katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Muumba' to mean creator in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023583,L00173,C0096,S00173,V0075,Creator,creator,Muumba,creator,religion,maze Kendi alisema 'Creator' kwa convo ya faith leo pale campo.,Kendi alitumia 'Creator' kumaanisha Muumba katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Creator' to mean creator in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023584,L00174,C0097,S00174,V0076,omba,pray,omba,pray,religion,maze Kendi alisema 'omba' kwa convo ya faith leo pale campo.,Kendi alitumia 'omba' kumaanisha omba katika mazungumzo ya imani leo pale chuoni.,Kendi used 'omba' to mean pray in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023585,L00175,C0097,S00175,V0076,pray,pray,omba,pray,religion,maze Kendi alisema 'pray' kwa convo ya faith leo pale campo.,Kendi alitumia 'pray' kumaanisha omba katika mazungumzo ya imani leo pale chuoni.,Kendi used 'pray' to mean pray in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023586,L00176,C0098,S00176,V0077,sala,prayer,sala/maombi,prayer,religion,maze Kendi alisema 'sala' kwa convo ya faith leo pale campo.,Kendi alitumia 'sala' kumaanisha sala katika mazungumzo ya imani leo pale chuoni.,Kendi used 'sala' to mean prayer in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023587,L00177,C0098,S00177,V0077,maombi,prayer,sala/maombi,prayer,religion,maze Kendi alisema 'maombi' kwa convo ya faith leo pale campo.,Kendi alitumia 'maombi' kumaanisha sala katika mazungumzo ya imani leo pale chuoni.,Kendi used 'maombi' to mean prayer in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023588,L00178,C0098,S00178,V0077,prayer,prayer,sala/maombi,prayer,religion,maze Kendi alisema 'prayer' kwa convo ya faith leo pale campo.,Kendi alitumia 'prayer' kumaanisha sala katika mazungumzo ya imani leo pale chuoni.,Kendi used 'prayer' to mean prayer in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023589,L00179,C0099,S00179,V0078,imani,faith,imani,faith,religion,maze Kendi alisema 'imani' kwa convo ya faith leo pale campo.,Kendi alitumia 'imani' kumaanisha imani katika mazungumzo ya imani leo pale chuoni.,Kendi used 'imani' to mean faith in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023590,L00180,C0099,S00180,V0078,faith,faith,imani,faith,religion,maze Kendi alisema 'faith' kwa convo ya faith leo pale campo.,Kendi alitumia 'faith' kumaanisha imani katika mazungumzo ya imani leo pale chuoni.,Kendi used 'faith' to mean faith in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023591,L00181,C0100,S00181,V0079,amini,believe,amini,believe,religion,maze Kendi alisema 'amini' kwa convo ya faith leo pale campo.,Kendi alitumia 'amini' kumaanisha amini katika mazungumzo ya imani leo pale chuoni.,Kendi used 'amini' to mean believe in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023592,L00182,C0100,S00182,V0079,believe,believe,amini,believe,religion,maze Kendi alisema 'believe' kwa convo ya faith leo pale campo.,Kendi alitumia 'believe' kumaanisha amini katika mazungumzo ya imani leo pale chuoni.,Kendi used 'believe' to mean believe in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023593,L00183,C0101,S00183,V0080,neema,grace,neema,grace,religion,maze Kendi alisema 'neema' kwa convo ya faith leo pale campo.,Kendi alitumia 'neema' kumaanisha neema katika mazungumzo ya imani leo pale chuoni.,Kendi used 'neema' to mean grace in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023594,L00184,C0101,S00184,V0080,grace,grace,neema,grace,religion,maze Kendi alisema 'grace' kwa convo ya faith leo pale campo.,Kendi alitumia 'grace' kumaanisha neema katika mazungumzo ya imani leo pale chuoni.,Kendi used 'grace' to mean grace in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023595,L00185,C0102,S00185,V0081,rehema,mercy,rehema,mercy,religion,maze Kendi alisema 'rehema' kwa convo ya faith leo pale campo.,Kendi alitumia 'rehema' kumaanisha rehema katika mazungumzo ya imani leo pale chuoni.,Kendi used 'rehema' to mean mercy in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023596,L00186,C0102,S00186,V0081,mercy,mercy,rehema,mercy,religion,maze Kendi alisema 'mercy' kwa convo ya faith leo pale campo.,Kendi alitumia 'mercy' kumaanisha rehema katika mazungumzo ya imani leo pale chuoni.,Kendi used 'mercy' to mean mercy in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023597,L00187,C0103,S00187,V0082,dhambi,sin,dhambi,sin,religion,maze Kendi alisema 'dhambi' kwa convo ya faith leo pale campo.,Kendi alitumia 'dhambi' kumaanisha dhambi katika mazungumzo ya imani leo pale chuoni.,Kendi used 'dhambi' to mean sin in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023598,L00188,C0103,S00188,V0082,sin,sin,dhambi,sin,religion,maze Kendi alisema 'sin' kwa convo ya faith leo pale campo.,Kendi alitumia 'sin' kumaanisha dhambi katika mazungumzo ya imani leo pale chuoni.,Kendi used 'sin' to mean sin in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023599,L00189,C0104,S00189,V0083,mwenye dhambi,sinner,mwenye dhambi,sinner,religion,maze Kendi alisema 'mwenye dhambi' kwa convo ya faith leo pale campo.,Kendi alitumia 'mwenye dhambi' kumaanisha mwenye dhambi katika mazungumzo ya imani leo pale chuoni.,Kendi used 'mwenye dhambi' to mean sinner in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023600,L00190,C0104,S00190,V0083,sinner,sinner,mwenye dhambi,sinner,religion,maze Kendi alisema 'sinner' kwa convo ya faith leo pale campo.,Kendi alitumia 'sinner' kumaanisha mwenye dhambi katika mazungumzo ya imani leo pale chuoni.,Kendi used 'sinner' to mean sinner in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023601,L00191,C0105,S00191,V0084,samehe,forgive,samehe,forgive,religion,maze Kendi alisema 'samehe' kwa convo ya faith leo pale campo.,Kendi alitumia 'samehe' kumaanisha samehe katika mazungumzo ya imani leo pale chuoni.,Kendi used 'samehe' to mean forgive in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023602,L00192,C0105,S00192,V0084,forgive,forgive,samehe,forgive,religion,maze Kendi alisema 'forgive' kwa convo ya faith leo pale campo.,Kendi alitumia 'forgive' kumaanisha samehe katika mazungumzo ya imani leo pale chuoni.,Kendi used 'forgive' to mean forgive in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023603,L00193,C0106,S00193,V0085,msamaha,forgiveness,msamaha,forgiveness,religion,maze Kendi alisema 'msamaha' kwa convo ya faith leo pale campo.,Kendi alitumia 'msamaha' kumaanisha msamaha katika mazungumzo ya imani leo pale chuoni.,Kendi used 'msamaha' to mean forgiveness in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023604,L00194,C0106,S00194,V0085,forgiveness,forgiveness,msamaha,forgiveness,religion,maze Kendi alisema 'forgiveness' kwa convo ya faith leo pale campo.,Kendi alitumia 'forgiveness' kumaanisha msamaha katika mazungumzo ya imani leo pale chuoni.,Kendi used 'forgiveness' to mean forgiveness in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023605,L00195,C0107,S00195,V0086,okoa,save,okoa,save,religion,maze Kendi alisema 'okoa' kwa convo ya faith leo pale campo.,Kendi alitumia 'okoa' kumaanisha okoa katika mazungumzo ya imani leo pale chuoni.,Kendi used 'okoa' to mean save in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023606,L00196,C0107,S00196,V0086,save,save,okoa,save,religion,maze Kendi alisema 'save' kwa convo ya faith leo pale campo.,Kendi alitumia 'save' kumaanisha okoa katika mazungumzo ya imani leo pale chuoni.,Kendi used 'save' to mean save in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023607,L00197,C0108,S00197,V0087,wokovu,salvation,wokovu,salvation,religion,maze Kendi alisema 'wokovu' kwa convo ya faith leo pale campo.,Kendi alitumia 'wokovu' kumaanisha wokovu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'wokovu' to mean salvation in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023608,L00198,C0108,S00198,V0087,salvation,salvation,wokovu,salvation,religion,maze Kendi alisema 'salvation' kwa convo ya faith leo pale campo.,Kendi alitumia 'salvation' kumaanisha wokovu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'salvation' to mean salvation in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023609,L00199,C0109,S00199,V0088,komboa,redeem,komboa,redeem,religion,maze Kendi alisema 'komboa' kwa convo ya faith leo pale campo.,Kendi alitumia 'komboa' kumaanisha komboa katika mazungumzo ya imani leo pale chuoni.,Kendi used 'komboa' to mean redeem in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023610,L00200,C0109,S00200,V0088,redeem,redeem,komboa,redeem,religion,maze Kendi alisema 'redeem' kwa convo ya faith leo pale campo.,Kendi alitumia 'redeem' kumaanisha komboa katika mazungumzo ya imani leo pale chuoni.,Kendi used 'redeem' to mean redeem in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023611,L00201,C0110,S00201,V0089,ukombozi,redemption,ukombozi,redemption,religion,maze Kendi alisema 'ukombozi' kwa convo ya faith leo pale campo.,Kendi alitumia 'ukombozi' kumaanisha ukombozi katika mazungumzo ya imani leo pale chuoni.,Kendi used 'ukombozi' to mean redemption in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023612,L00202,C0110,S00202,V0089,redemption,redemption,ukombozi,redemption,religion,maze Kendi alisema 'redemption' kwa convo ya faith leo pale campo.,Kendi alitumia 'redemption' kumaanisha ukombozi katika mazungumzo ya imani leo pale chuoni.,Kendi used 'redemption' to mean redemption in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023613,L00203,C0111,S00203,V0090,Yesu,Jesus,Yesu,Jesus,religion,maze Kendi alisema 'Yesu' kwa convo ya faith leo pale campo.,Kendi alitumia 'Yesu' kumaanisha Yesu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Yesu' to mean Jesus in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023614,L00204,C0111,S00204,V0090,Jesus,Jesus,Yesu,Jesus,religion,maze Kendi alisema 'Jesus' kwa convo ya faith leo pale campo.,Kendi alitumia 'Jesus' kumaanisha Yesu katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Jesus' to mean Jesus in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T023615,L00205,C0112,S00205,V0091,Kristo,Christ,Kristo,Christ,religion,maze Kendi alisema 'Kristo' kwa convo ya faith leo pale campo.,Kendi alitumia 'Kristo' kumaanisha Kristo katika mazungumzo ya imani leo pale chuoni.,Kendi used 'Kristo' to mean Christ in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
