lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,region,register,source_name,source_type,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence,notes
L00136,C0081,S00136,V0060,mbwenya,coat/jacket,koti,coat / jacket,objects,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00137,C0081,S00137,V0060,jako,coat/jacket,koti,coat / jacket,objects,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00138,C0082,S00138,V0061,fegi,cigarette,sigara,cigarette,objects,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00139,C0082,S00139,V0061,mozo,cigarette,sigara,cigarette,objects,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00140,C0082,S00140,V0061,ngale,cigarette,sigara,cigarette,objects,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00141,C0082,S00141,V0061,fuaka,cigarette,sigara,cigarette,objects,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00142,C0083,S00142,V0062,ngwai,cannabis/bhang,bangi,cannabis / bhang,substances,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00143,C0083,S00143,V0062,ndom,cannabis/bhang,bangi,cannabis / bhang,substances,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00144,C0083,S00144,V0062,shada,cannabis/bhang,bangi,cannabis / bhang,substances,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00145,C0083,S00145,V0062,rairai,cannabis/bhang,bangi,cannabis / bhang,substances,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00146,C0007,S00146,V0004,njaaro,plan,mpango,plan,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00147,C0007,S00147,V0004,mchoro,plan,mpango,plan / scheme,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00148,C0084,S00148,V0063,dhafu,mathematics,hisabati,mathematics,education,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00149,C0084,S00149,V0063,githafu,mathematics,hisabati,mathematics,education,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00150,C0084,S00150,V0063,madhafu,mathematics,hisabati,mathematics,education,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00151,C0084,S00151,V0063,mao,mathematics,hisabati,mathematics,education,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00152,C0038,S00152,V0064,zii,no,hapana,no,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00153,C0038,S00153,V0064,nada,no,hapana,no,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00154,C0038,S00154,V0064,nah,no,hapana,no,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00155,C0085,S00155,V0065,noma,intense/cool,kali,intense / cool,quality,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00156,C0086,S00156,V0065,noma,problem/trouble,tatizo,problem / trouble,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00157,C0087,S00157,V0066,kali,great/intense,nzuri/kali,great / intense,quality,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00158,C0088,S00158,V0067,story,matter/story,jambo/hadithi,matter / story,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00159,C0089,S00159,V0068,issue,problem/matter,tatizo/jambo,problem / matter,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00160,C0090,S00160,V0069,scene,situation/place,hali/eneo,situation / scene,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00161,C0091,S00161,V0070,vibe,mood/atmosphere,hali,vibe / atmosphere,conversation,Kenya,informal/sheng,Project curated candidate,curated_candidate,candidate_lexical_fact_original_examples,conditional,conditional,needs_native_review,0.60,
L00162,C0092,S00162,V0071,Mungu,God,Mungu,God,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Candidate forms; 'Jah' is informal/borrowed and requires community/theological review.
L00163,C0092,S00163,V0071,God,God,Mungu,God,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Candidate forms; 'Jah' is informal/borrowed and requires community/theological review.
L00164,C0092,S00164,V0071,Mola,God,Mungu,God,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Candidate forms; 'Jah' is informal/borrowed and requires community/theological review.
L00165,C0092,S00165,V0071,Jah,God,Mungu,God,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Candidate forms; 'Jah' is informal/borrowed and requires community/theological review.
L00166,C0093,S00166,V0072,amen,Amen,Amina,amen,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Liturgical form; verify preferred Sheng usage.
L00167,C0093,S00167,V0072,amina,Amen,Amina,amen,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Liturgical form; verify preferred Sheng usage.
L00168,C0094,S00168,V0073,umba,create,umba,create,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Verb; retain both Swahili and English code-switch candidates.
L00169,C0094,S00169,V0073,create,create,umba,create,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Verb; retain both Swahili and English code-switch candidates.
L00170,C0095,S00170,V0074,uumbaji,creation,uumbaji,creation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Concept noun; theological review required.
L00171,C0095,S00171,V0074,creation,creation,uumbaji,creation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Concept noun; theological review required.
L00172,C0096,S00172,V0075,Muumba,creator,Muumba,creator,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Divine-title usage requires theological review.
L00173,C0096,S00173,V0075,Creator,creator,Muumba,creator,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Divine-title usage requires theological review.
L00174,C0097,S00174,V0076,omba,pray,omba,pray,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Verb.
L00175,C0097,S00175,V0076,pray,pray,omba,pray,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Verb.
L00176,C0098,S00176,V0077,sala,prayer,sala/maombi,prayer,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Multiple common forms; context distinguishes prayer act/content.
L00177,C0098,S00177,V0077,maombi,prayer,sala/maombi,prayer,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Multiple common forms; context distinguishes prayer act/content.
L00178,C0098,S00178,V0077,prayer,prayer,sala/maombi,prayer,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Multiple common forms; context distinguishes prayer act/content.
L00179,C0099,S00179,V0078,imani,faith,imani,faith,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00180,C0099,S00180,V0078,faith,faith,imani,faith,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00181,C0100,S00181,V0079,amini,believe,amini,believe,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00182,C0100,S00182,V0079,believe,believe,amini,believe,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00183,C0101,S00183,V0080,neema,grace,neema,grace,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00184,C0101,S00184,V0080,grace,grace,neema,grace,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00185,C0102,S00185,V0081,rehema,mercy,rehema,mercy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00186,C0102,S00186,V0081,mercy,mercy,rehema,mercy,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00187,C0103,S00187,V0082,dhambi,sin,dhambi,sin,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00188,C0103,S00188,V0082,sin,sin,dhambi,sin,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00189,C0104,S00189,V0083,mwenye dhambi,sinner,mwenye dhambi,sinner,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00190,C0104,S00190,V0083,sinner,sinner,mwenye dhambi,sinner,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00191,C0105,S00191,V0084,samehe,forgive,samehe,forgive,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00192,C0105,S00192,V0084,forgive,forgive,samehe,forgive,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00193,C0106,S00193,V0085,msamaha,forgiveness,msamaha,forgiveness,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00194,C0106,S00194,V0085,forgiveness,forgiveness,msamaha,forgiveness,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00195,C0107,S00195,V0086,okoa,save,okoa,save,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Religious salvation sense; keep separate from ordinary rescue/save senses.
L00196,C0107,S00196,V0086,save,save,okoa,save,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Religious salvation sense; keep separate from ordinary rescue/save senses.
L00197,C0108,S00197,V0087,wokovu,salvation,wokovu,salvation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00198,C0108,S00198,V0087,salvation,salvation,wokovu,salvation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00199,C0109,S00199,V0088,komboa,redeem,komboa,redeem,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00200,C0109,S00200,V0088,redeem,redeem,komboa,redeem,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00201,C0110,S00201,V0089,ukombozi,redemption,ukombozi,redemption,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00202,C0110,S00202,V0089,redemption,redemption,ukombozi,redemption,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00203,C0111,S00203,V0090,Yesu,Jesus,Yesu,Jesus,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00204,C0111,S00204,V0090,Jesus,Jesus,Yesu,Jesus,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00205,C0112,S00205,V0091,Kristo,Christ,Kristo,Christ,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00206,C0112,S00206,V0091,Christ,Christ,Kristo,Christ,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00207,C0113,S00207,V0092,Masihi,Messiah,Masihi,Messiah,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00208,C0113,S00208,V0092,Messiah,Messiah,Masihi,Messiah,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00209,C0114,S00209,V0093,Roho Mtakatifu,Holy Spirit,Roho Mtakatifu,Holy Spirit,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00210,C0114,S00210,V0093,Holy Spirit,Holy Spirit,Roho Mtakatifu,Holy Spirit,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00211,C0115,S00211,V0094,roho,Spirit,roho,spirit,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,May have non-religious senses; future polysemy rows recommended.
L00212,C0115,S00212,V0094,spirit,Spirit,roho,spirit,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,May have non-religious senses; future polysemy rows recommended.
L00213,C0116,S00213,V0095,kanisa,church,kanisa,church,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00214,C0116,S00214,V0095,church,church,kanisa,church,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00215,C0117,S00215,V0096,Biblia,Bible,Biblia,Bible,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00216,C0117,S00216,V0096,Bible,Bible,Biblia,Bible,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00217,C0118,S00217,V0097,Maandiko,Scripture,Maandiko,Scripture,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00218,C0118,S00218,V0097,Scripture,Scripture,Maandiko,Scripture,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00219,C0119,S00219,V0098,injili,gospel,injili,gospel,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00220,C0119,S00220,V0098,gospel,gospel,injili,gospel,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00221,C0120,S00221,V0099,habari njema,good news,habari njema,good news,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00222,C0120,S00222,V0099,good news,good news,habari njema,good news,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00223,C0121,S00223,V0100,abudu,worship,abudu/ibada,worship,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00224,C0121,S00224,V0100,ibada,worship,abudu/ibada,worship,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00225,C0121,S00225,V0100,worship,worship,abudu/ibada,worship,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00226,C0122,S00226,V0101,sifu,praise,sifu/sifa,praise,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00227,C0122,S00227,V0101,sifa,praise,sifu/sifa,praise,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00228,C0122,S00228,V0101,praise,praise,sifu/sifa,praise,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00229,C0123,S00229,V0102,bariki,bless,bariki,bless,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00230,C0123,S00230,V0102,bless,bless,bariki,bless,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00231,C0124,S00231,V0103,baraka,blessing,baraka,blessing,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00232,C0124,S00232,V0103,blessing,blessing,baraka,blessing,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00233,C0125,S00233,V0104,mbingu,heaven,mbingu,heaven,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00234,C0125,S00234,V0104,heaven,heaven,mbingu,heaven,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00235,C0126,S00235,V0105,jehanamu,hell,jehanamu,hell,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00236,C0126,S00236,V0105,hell,hell,jehanamu,hell,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00237,C0127,S00237,V0106,malaika,angel,malaika,angel,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00238,C0127,S00238,V0106,angel,angel,malaika,angel,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00239,C0128,S00239,V0107,shetani,devil,shetani,devil,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00240,C0128,S00240,V0107,devil,devil,shetani,devil,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00241,C0129,S00241,V0108,Shetani,Satan,Shetani,Satan,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00242,C0129,S00242,V0108,Satan,Satan,Shetani,Satan,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
